@relation PostCheckBet

@attribute roundCompletion numeric
@attribute playersActed numeric
@attribute playersToAct numeric
@attribute round {flop,turn,river}
@attribute gameCount numeric
@attribute somebodyActedThisRound {false,true}
@attribute nbActionsThisRound numeric
@attribute potSize numeric
@attribute stackSize numeric
@attribute nbSeatedPlayers numeric
@attribute nbActivePlayers numeric
@attribute activePlayerRatio numeric
@attribute betFrequency numeric
@attribute betFrequencyRound numeric
@attribute nbAllPlayerRaises numeric
@attribute nbPlayerRaises numeric
@attribute gameRaisePercentage numeric
@attribute gameRaiseAmount numeric
@attribute gameRaiseAmountRatio numeric
@attribute lastActionWasRaise {false,true}
@attribute VPIP numeric
@attribute PFR numeric
@attribute AF numeric
@attribute AFq numeric
@attribute AFAmount numeric
@attribute WtSD numeric
@attribute opponentVPIP numeric
@attribute opponentPFR numeric
@attribute opponentAF numeric
@attribute opponentAFq numeric
@attribute opponentLogAFAmount numeric
@attribute opponentWtSD numeric
@attribute betProb numeric
@attribute action {check,bet}

@data
0,0,2,turn,1155,false,0,11883,97,2,2,1,0.970989,0.908571,1,0,0,0,0,false,0.142537,0.023848,0.797872,0.190739,-1.253576,0.016056,0.18654,0.180017,8.157895,0.462525,1.803534,0.016056,1,bet
0,0,2,flop,1175,false,0,11997,98,2,2,1,0.971304,0.954909,1,0,0,0,0,false,0.141815,0.024292,0.799296,0.189816,-1.250815,0.015944,0.186768,0.180356,8.245614,0.461508,1.813603,0.015944,1,bet
0,0,2,turn,1199,false,0,12182.5,92,2,2,1,0.971613,0.911724,2,0,0,0,0,false,0.142311,0.02547,0.809028,0.191058,-1.239793,0.015724,0.188861,0.182577,8.016666,0.461886,1.809816,0.015724,1,bet
0,0,2,river,1199,false,0,12208.5,79,2,2,1,0.971915,0.8375,7,3,0.428571,2.140066,0.375,true,0.142311,0.02547,0.819444,0.193139,-1.233247,0.015724,0.188861,0.182577,7.918033,0.462488,1.802525,0.015724,1,bet
0,0,2,flop,1201,false,0,12224,99,2,2,1,0.972211,0.955714,0,0,0,0,0,false,0.142905,0.025427,0.823529,0.194354,-1.229644,0.015616,0.188548,0.182274,7.806452,0.462109,1.798495,0.015616,1,bet
0,0,2,turn,1213,false,0,12318,95,2,2,1,0.9725,0.914667,2,0,0,0,0,false,0.144782,0.025998,0.813559,0.193581,-1.230336,0.015405,0.190797,0.184585,7.935484,0.464031,1.808307,0.015405,1,bet
0,0,2,turn,1225,false,0,12459,97,2,2,1,0.972784,0.917419,2,1,0.5,0.693147,0.5,true,0.144996,0.026558,0.824324,0.19531,-1.218933,0.015302,0.188934,0.182783,7.734375,0.461582,1.809137,0.015302,1,bet
0,0,2,flop,1229,false,0,12483.5,97,2,2,1,0.973061,0.956491,1,0,0,0,0,false,0.145337,0.026472,0.822148,0.195167,-1.217573,0.0152,0.189943,0.183812,7.78125,0.462678,1.808474,0.0152,1,bet
0,0,2,turn,1229,false,0,12541.5,68,2,2,1,0.973333,0.92,5,2,0.4,1.94591,0.193548,false,0.145337,0.026472,0.826087,0.196342,-1.218436,0.0152,0.189943,0.183812,7.8125,0.463697,1.806087,0.0152,1,bet
0,0,2,flop,1273,false,0,13128,99,2,2,1,0.9736,0.957241,0,0,0,0,0,false,0.14816,0.029475,0.83871,0.19936,-1.21051,0.01471,0.191229,0.185309,7.820896,0.466545,1.787302,0.01471,1,bet
0,0,2,turn,1273,false,0,13139,93.5,2,2,1,0.973861,0.922424,4,2,0.5,1.252763,0.454545,false,0.14816,0.029475,0.842444,0.200479,-1.208893,0.01471,0.191229,0.185309,7.850746,0.467514,1.785293,0.01471,1,bet
